duracion,station_A_id,station_A_name,station_B_id,station_B_name,id_cicla,edad,usuario_tipo,año_nacimiento,genero
8 minutes,5,Powell St BART Station (Market St at 5th St),59,S Van Ness Ave at Market St,4952,49,3,1963,Female
3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,1843,64,1,1981,Female
3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,2558,51,3,1974,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4722,62,2,1998,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),115,Jackson Playground,1099,46,3,1994,Female
15 minutes,3,Powell St BART Station (Market St at 4th St),139,Garfield Square (25th St at Harrison St),5373,17,1,1995,Male
7 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5408,17,3,1985,Other
4 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),138,50,2,1984,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,5294,21,2,1995,Male
2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3147,60,2,1985,Female
9 minutes,16,Steuart St at Market St,370,Jones St at Post St,5268,34,2,1992,Male
29 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),134,Valencia St at 24th St,5382,42,1,1995,Male
42 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4749,53,3,1980,Male
10 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5039,45,1,1952,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,3010,46,3,1989,Male
8 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5494,49,2,1990,Other
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4716,30,1,1992,Female
5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5011,38,2,1998,Male
22 minutes,3,Powell St BART Station (Market St at 4th St),131,22nd St at Dolores St,4923,20,3,1983,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,3616,60,3,1996,Male
58 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,4600,61,3,1988,Male
17 minutes,21,Montgomery St BART Station (Market St at 2nd St),356,Valencia St at Clinton Park,1973,58,2,1993,Male
16 minutes,21,Montgomery St BART Station (Market St at 2nd St),356,Valencia St at Clinton Park,1299,25,2,1989,Male
6 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5039,33,2,1989,Male
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4435,19,3,1981,Male
2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),364,China Basin St at 3rd St,6234,53,2,1986,Male
11 minutes,81,Berry St at 4th St,125,20th St at Bryant St,5369,53,2,1987,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),3010,46,2,1998,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,4814,41,2,1994,Male
27 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5120,58,3,1990,Female
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),17,Embarcadero BART Station (Beale St at Market St),4656,25,2,1993,Male
18 minutes,16,Steuart St at Market St,112,Harrison St at 17th St,5235,39,3,1991,Female
19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),127,Valencia St at 21st St,5422,62,1,1989,Male
7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5114,50,2,1993,Female
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5294,19,2,1988,Male
8 minutes,81,Berry St at 4th St,321,5th St at Folsom,5354,54,2,2000,Male
19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),4656,41,1,1993,Male
63 minutes,5,Powell St BART Station (Market St at 5th St),380,Masonic Ave at Turk St,5011,17,3,1993,Female
22 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,1842,19,2,1986,Male
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4400,48,3,1973,Male
9 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,3571,47,3,1987,Female
13 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,5047,30,2,1986,Female
13 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4435,27,1,1989,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,3676,23,1,1988,Female
17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,110,36,2,1990,Male
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),47,4th St at Harrison St,1274,55,1,1989,Female
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),355,23rd St at Tennessee St,3255,30,2,1991,Male
3 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,5313,55,2,1990,Male
5 minutes,16,Steuart St at Market St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),5168,18,2,1993,Male
19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),55,Webster St at Grove St,3117,40,1,1981,Female
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,4911,27,2,1987,Female
18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),53,Grove St at Divisadero,4336,17,1,1992,Male
30 minutes,5,Powell St BART Station (Market St at 5th St),13,Commercial St at Montgomery St,4771,38,2,1991,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4955,54,2,1981,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),75,Market St at Franklin St,4436,36,2,1988,Male
2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,2976,23,3,1988,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),49,S Park St at 3rd St,1902,62,1,1975,Male
21 minutes,21,Montgomery St BART Station (Market St at 2nd St),134,Valencia St at 24th St,2499,53,2,1986,Male
20 minutes,30,San Francisco Caltrain (Townsend St at 4th St),75,Market St at Franklin St,823,25,2,1983,Female
13 minutes,3,Powell St BART Station (Market St at 4th St),107,17th St at Dolores St,4981,36,2,1989,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,11,59,2,1985,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),92,Mission Bay Kids Park,4923,42,3,1995,Male
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,3020,40,1,1984,Female
10 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5315,37,2,1991,Male
20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),95,Sanchez St at 15th St,119,42,2,1991,Male
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),84,Duboce Park,4713,18,1,1987,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,2454,27,2,1981,Male
25 minutes,22,Howard St at Beale St,138,Jersey St at Church St,5548,22,1,1993,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1705,32,3,1988,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,5142,34,3,1981,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5333,65,1,1988,Male
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,4813,47,1,1967,Female
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5275,31,2,1995,Other
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5313,60,3,1987,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4955,49,1,1988,Male
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,3109,20,1,1977,Female
4 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,2270,23,3,1990,Male
21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),139,Garfield Square (25th St at Harrison St),4638,37,1,1978,Male
19 minutes,5,Powell St BART Station (Market St at 5th St),31,Raymond Kimbell Playground,4768,33,2,1988,Female
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),56,Koshland Park,4633,58,1,1994,Male
11 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,1116,53,2,1990,Male
2 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),397,51,2,1987,Male
30 minutes,21,Montgomery St BART Station (Market St at 2nd St),101,15th St at Potrero Ave,311,52,2,1992,Male
11 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,2533,50,2,1995,Female
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4810,59,1,1998,Female
25 minutes,16,Steuart St at Market St,76,McCoppin St at Valencia St,5204,61,1,1984,Male
18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),73,Pierce St at Haight St,4996,34,2,1988,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3705,55,1,1982,Male
9 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,2458,58,2,1974,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5474,23,2,1988,Other
9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1871,22,2,1989,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5142,20,2,1954,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,1809,22,2,1996,Male
15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5013,50,2,1973,Male
14 minutes,16,Steuart St at Market St,285,Webster St at O'Farrell St,4647,39,2,1984,Female
3 minutes,16,Steuart St at Market St,22,Howard St at Beale St,3637,59,2,1993,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5305,32,2,1991,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),4748,32,2,1982,Male
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4436,26,2,1981,Female
6 minutes,5,Powell St BART Station (Market St at 5th St),61,Howard St at 8th St,1967,39,1,1992,Male
7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),1705,38,2,1995,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5474,48,1,1992,Female
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),1494,25,1,1988,Other
10 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1285,50,1,1991,Male
16 minutes,22,Howard St at Beale St,126,Esprit Park,3115,38,3,1959,Male
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,3312,64,3,1979,Male
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5515,17,3,1989,Female
5 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4400,36,2,1962,Female
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),355,23rd St at Tennessee St,4722,37,1,1996,Male
18 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,5422,46,1,1983,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),114,47,3,1991,Female
9 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,1090,60,2,1989,Male
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2454,28,2,1992,Female
36 minutes,16,Steuart St at Market St,121,Mission Playground,4407,48,3,1981,Male
12 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,4951,47,2,1984,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5506,40,3,1960,Male
43 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,5148,18,1,1993,Male
14 minutes,5,Powell St BART Station (Market St at 5th St),122,19th St at Mission St,4984,16,1,1993,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),115,Jackson Playground,5315,63,2,1983,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,2068,55,1,1983,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),114,Rhode Island St at 17th St,4810,22,2,1980,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5035,65,3,1993,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4361,21,2,1991,Female
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,5489,41,2,1994,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),33,Golden Gate Ave at Hyde St,2795,33,2,1982,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5125,57,2,1987,Female
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,1184,61,2,1966,Male
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,2569,50,1,1992,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,4369,53,3,1990,Male
7 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),2976,56,1,1984,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),91,Berry St at King St,4926,27,1,1993,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,757,53,2,1990,Female
19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),371,Lombard St at Columbus Ave,4639,33,2,1984,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,5141,55,1,1993,Female
16 minutes,16,Steuart St at Market St,96,Dolores St at 15th St,5522,48,2,1982,Male
19 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1888,18,2,1971,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,2832,39,3,1990,Female
15 minutes,21,Montgomery St BART Station (Market St at 2nd St),8,The Embarcadero at Vallejo St,3621,65,3,1974,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4810,60,2,1987,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1019,35,2,1986,Female
20 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,2017,43,1,1989,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,1708,41,2,1983,Other
9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1100,44,2,1977,Male
7 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,3168,45,2,1990,Male
23 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,4820,20,2,1988,Male
15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),105,16th St at Prosper St,5528,53,2,1983,Male
17 minutes,3,Powell St BART Station (Market St at 4th St),115,Jackson Playground,2197,59,3,1986,Male
9 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,3302,19,2,1984,Male
30 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,282,22,3,1986,Female
10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1655,38,1,1994,Male
19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),73,Pierce St at Haight St,4924,23,2,1977,Female
18 minutes,22,Howard St at Beale St,81,Berry St at 4th St,2458,21,2,1997,Female
17 minutes,16,Steuart St at Market St,85,Church St at Duboce Ave,1603,55,2,1979,Male
10 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,4561,60,2,1988,Male
2 minutes,81,Berry St at 4th St,30,San Francisco Caltrain (Townsend St at 4th St),2454,22,2,1987,Female
15 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,5007,56,2,1988,Female
6 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,3216,38,2,1994,Female
28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),115,Jackson Playground,5529,58,3,1988,Female
28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),115,Jackson Playground,4336,39,2,1984,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,2550,29,1,1987,Male
